0.0017,в,она
0.0030,в,что
0.0003,в,дворник
0.0003,в,гордой
0.0003,в,международного
0.0003,в,туда
0.0003,в,Европе."
0.0003,в,нам
0.0003,в,которую
0.0010,в,на
0.0041,в,не
0.0003,в,обсуждаем
0.0003,в,разнообразия."
0.0003,в,князь
0.0010,в,для
0.0003,в,дом
0.0003,в,справиться
0.0003,в,конференцию
0.0007,в,а
0.0003,в,пункт
0.0003,в,Палестина
0.0003,в,попробовал
0.0020,в,мы
0.0003,в,своих
0.0003,в,народы."
0.0003,в,всё
0.0003,в,Генеральная
0.0003,в,нормы
0.0003,в,регион."
0.0017,в,хотят
0.0007,в,ситуация
0.0003,в,—
0.0003,в,отсутствием
0.0003,в,ресурсов
0.0010,в,с
0.0003,в,Стокгольме."
0.0003,в,знать."
0.0003,в,испытывает
0.0003,в,выдвинуть
0.0003,в,единодушно
0.0003,в,был
0.0003,в,благодаря
0.0003,в,под
0.0003,в,ли?"
0.0003,в,говоря
0.0003,в,вешать."
0.0003,в,заниматься
0.0044,в,и
0.0003,в,вблизи
0.0017,в,он
0.0003,в,простить..."
0.0003,в,работы
0.0003,в,вагоны
0.0003,в,позиций
0.0003,в,чем
0.0003,в,ядерного
0.0003,в,Сомали
0.0003,в,отчаянии
0.0003,в,темноте
0.0003,в,Марокко."
0.0003,в,взаимопомощи."
0.0003,в,тяжело
0.0003,в,корни."
0.0003,в,ни
0.0003,в,было."
0.0003,в,субъекты."
0.0003,в,Нью-Йорка?"
0.0017,в,как
0.0010,в,является
0.0003,в,Пугачеву
0.0003,в,государь
0.0003,в,этим
0.0003,в,занимать
0.0003,в,тупо
0.0003,в,проголосовав
0.0007,в,но
0.0003,в,фильм."
0.0003,в,средств
0.0003,в,наглядно
0.0003,в,немного
0.0003,в,головы
0.0003,в,имеет
0.0003,в,там
0.0003,в,насилия."
0.0003,в,колени
0.0003,в,будем
0.0007,в,которые
0.0003,в,адекватный
0.0003,в,ли
0.0003,в,спешить."
0.0003,в,я."
0.0003,в,сложенными
0.0003,в,означает
0.0003,в,подверженных
0.0003,в,осуществлением
0.0003,в,наиболее
0.0003,в,мыслей."
0.0003,в,касающимися
0.0003,в,киргизском
0.0003,в,ядерное
0.0007,в,игнорировать
0.0003,в,еще
0.0003,в,полный
0.0010,в,за
0.0003,в,Израиль
0.0003,в,соглашения
0.0003,в,являются
0.0003,в,Евгеньевна."
0.0003,в,его
0.0003,в,вспоминаю
0.0003,в,шесть
0.0003,в,очень
0.0003,в,сказать
0.0003,в,избегая
0.0007,в,к
0.0007,в,этой
0.0003,в,болтались
0.0003,в,взгляде
0.0003,в,государству
0.0003,в,буду
0.0003,в,социальной
0.0003,в,разделяющим
0.0007,в,чтобы
0.0003,в,всеобщего
0.0003,в,стабильности."
0.0003,в,поговорю
0.0003,в,букет
0.0007,в,который
0.0003,в,об
0.0003,в,правительстве
0.0003,в,морского
0.0003,в,это
0.0003,в,ночном
0.0003,в,мира."
0.0003,в,подхода."
0.0003,в,становятся
0.0003,в,ртом."
0.0003,в,сделала?"
0.0003,в,будто
0.0003,в,согласно
0.0003,в,глобальной
0.0003,в,секторах."
0.0003,в,Женя
0.0003,в,великолепно
0.0003,в,решением
0.0003,в,должны
0.0003,в,счётном
0.0003,в,дифференцированной
0.0003,в,часто
0.0003,в,потребности
0.0003,в,Израиля."
0.0003,в,милосердной."
0.0003,в,ехать."
0.0003,в,фактами."
0.0003,в,всеобщие
0.0003,в,последствия
0.0003,в,Квакин
0.0007,в,бы
0.0003,в,наш
0.0003,в,задумался."
0.0003,в,задан."
0.0003,в,серьезно
0.0003,в,никому
0.0003,в,мира
0.0003,в,органы
0.0003,в,сможет
0.0003,в,источники
0.0003,в,споткнулся
0.0003,в,местом
0.0003,в,реформа
0.0003,в,члены
0.0003,в,брат."
0.0003,в,году."
0.0007,в,так
0.0003,в,огромное
0.0003,в,внутригосударственном
0.0007,в,о
0.0003,в,из
0.0003,в,возьми
0.0003,в,спал
0.0010,в,я
0.0003,в,вылез
0.0003,в,жмурюсь
0.0003,в,переговоры
0.0003,в,представит
0.0003,в,доверия."
0.0003,в,Декларации
0.0003,в,разоруженческой
0.0003,в,повестке
0.0003,в,обсуждения
0.0007,в,ты
0.0003,в,существует
0.0003,в,жертвой
0.0003,в,тенденция
0.0003,в,работу
0.0003,в,операциях
0.0003,в,сторонами."
0.0003,в,международное
0.0003,в,накопленным
0.0003,в,Народно-Демократической
0.0003,в,различные
0.0003,в,полностью
0.0003,в,Савельич
0.0003,в,стране."
0.0003,в,противостоять
0.0003,в,посвященное
0.0003,в,убрать
0.0003,в,сказала
0.0003,в,продолжаться
0.0003,в,поскольку
0.0003,в,влагу
0.0003,в,достигнутые
0.0003,в,ядерным
0.0003,в,внесет
0.0003,в,поддающегося
0.0003,в,""производства""."
0.0003,в,новость."
0.0003,в,установить
0.0003,в,направлениях
0.0003,в,всплеском
0.0003,в,которой
0.0003,в,правительство."
0.0003,в,знанье
0.0003,в,когда
0.0003,в,няня."
0.0003,в,же
0.0003,в,взглянула
0.0003,в,аллилуйя!
0.0003,в,до
0.0003,в,совершенно
0.0003,в,обыкновенной
0.0003,в,глаза."
0.0003,в,грубости."
0.0003,в,пищу
0.0003,в,нашел.
0.0003,в,требует
0.0003,в,противника."
0.0003,в,меру
0.0003,в,зная
0.0003,в,пола."
0.0003,в,основу
0.0003,в,фонаря."
0.0003,в,прошедший
0.0003,в,оружия."
0.0003,в,весь
0.0003,в,да
0.0003,в,полезно."
0.0003,в,частию
0.0003,в,уже
0.0003,в,возвращались
0.0003,в,солнц
0.0003,в,Китая."
0.0003,в,главное
0.0003,в,руками
0.0003,в,государством."
0.0003,в,реки
0.0003,в,остается
0.0003,в,Тимур
0.0003,в,хотя
0.0003,в,сигнал
0.0003,в,момент
0.0003,в,далек
0.0003,в,плющом
0.0003,в,Бонне
0.0003,в,несмотря
0.0003,в,устоявшиеся
0.0003,в,липким
0.0003,в,угрозами."
0.0003,в,прочный
0.0003,в,привержено
0.0003,в,населения
0.0003,в,«Гароуэсских
0.0003,в,расширяет
0.0003,в,исходящие
0.0003,в,тьму""."
0.0003,в,экземпляр
0.0003,в,высоких
0.0003,в,оружию."
0.0003,в,согласимся
0.0003,в,казаков
1.0000,Сообществе,сообществе
1.0000,демократий.,демократий
1.0000,Весь,весь
1.0000,буфет,буфет
0.7625,до,до
0.0125,до,его
0.0125,до,грозным
0.0125,до,что
0.0125,до,где
0.0125,до,отзыв
0.0125,до,расходимся
0.0125,до,таких
0.0125,до,его!"
0.0125,до,стоял."
0.0125,до,уйти."
0.0125,до,заменит
0.0250,до,не
0.0125,до,всего."
0.0125,до,приходится
0.0125,до,веселье
0.0125,до,пока
0.0125,до,в
0.0125,до,мы
0.6190,последнего,последнего
0.0476,последнего,собираемся."
0.0952,последнего,в
0.0476,последнего,голосования
0.0476,последнего,выступал
0.0476,последнего,по
0.0476,последнего,мотивов
0.0476,последнего,с
0.8475,человека,человека
0.0169,человека,средой."
0.0169,человека,болевший
0.0169,человека,нас."
0.0169,человека,начинает
0.0169,человека,а
0.0169,человека,в
0.0169,человека,терапевтический
0.0169,человека,игрушечных
0.0169,человека,этим
1.0000,разом,разом
1.0000,ввалился,ввалился
1.0000,залу.,залу
0.9968,В,в
0.0016,В,раз
0.0016,В,—
1.0000,развитии,развитии
1.0000,континента,континента
0.8000,достигнут,достигнут
0.0667,достигнут,приблизиться."
0.0667,достигнут,однако
0.0667,достигнут,цель
0.8000,значительный,значительный
0.1000,значительный,в
0.1000,значительный,ядерного
1.0000,прогресс.,прогресс
0.9793,Это,это
0.0026,Это,наверное
0.0104,Это,–
0.0052,Это,—
0.0026,Это,дурак
0.9091,позволит,позволит
0.0455,позволит,переговорах."
0.0455,позволит,существующие
0.7500,спасти,спасти
0.2500,спасти,стоило
0.7759,еще,еще
0.0043,еще,брат."
0.0043,еще,когда
0.0043,еще,рассмотреть
0.0043,еще,князь
0.0043,еще,старик
0.0086,еще,которые
0.0086,еще,но
0.0043,еще,из-за
0.0043,еще,такого
0.0043,еще,по-прежнему
0.0129,еще,что
0.0086,еще,—
0.0043,еще,был
0.0043,еще,которому
0.0043,еще,похожий
0.0043,еще,для
0.0043,еще,хихикнул
0.0086,еще,я
0.0043,еще,поддержку."
0.0043,еще,встал."
0.0043,еще,если
0.0043,еще,не
0.0043,еще,останусь
0.0043,еще,прелесть."
0.0043,еще,хотели
0.0043,еще,касающийся
0.0043,еще,такая
0.0043,еще,отвечает
0.0043,еще,всего
0.0043,еще,как
0.0043,еще,небо
0.0043,еще,маму
0.0043,еще,него
0.0043,еще,все
0.0043,еще,подобная
0.0043,еще,далеко
0.0043,еще,того
0.0043,еще,которая
0.0043,еще,который
0.0043,еще,мира
0.0043,еще,быть
0.0043,еще,прежде
0.0043,еще,потому
0.0043,еще,ты
0.0043,еще,может
0.0043,еще,Совет
0.8000,больше,больше
0.0125,больше,чертовы
0.0125,больше,три
0.0125,больше,чем
0.0125,больше,чтобы
0.0125,больше,некоторые
0.0125,больше,брат.
0.0125,больше,профессор."
0.0125,больше,с
0.0125,больше,регулярно
0.0125,больше,то
0.0125,больше,партнеры."
0.0125,больше,будущее."
0.0125,больше,кризисов?"
0.0125,больше,позволяющая
0.0125,больше,дочка."
0.0125,больше,всё
1.0000,жизней,жизней
1.0000,предстоящие,предстоящие
1.0000,годы.,годы
0.9333,Бангладеш,бангладеш
0.0667,Бангладеш,разъяснением
0.8333,каждый,каждый
0.0556,каждый,должны
0.0556,каждый,когда
0.0556,каждый,не
0.7391,год,год
0.0217,год,к
0.0435,год,как
0.0217,год,ловкости
0.0217,год,эффективности
0.0217,год,вызванными
0.0217,год,успехом."
0.0217,год,существует
0.0217,год,пожалуй
0.0217,год,контроля
0.0435,год,прошедший
0.7143,первую,первую
0.1429,первую,она
0.1429,первую,здравоохранение
1.0000,субботу,субботу
1.0000,ноября,ноября
0.6824,мы,мы
0.0018,мы,людям
0.0018,мы,Сообщество
0.0018,мы,Афганистане
0.0544,мы,что
0.0018,мы,изложенного
0.0018,мы,постоянно
0.0036,мы,нам
0.0018,мы,укреплению
0.0018,мы,поддержку
0.0018,мы,образовательные
0.0018,мы,наш
0.0018,мы,можем
0.0018,мы,процветание
0.0073,мы,и
0.0145,мы,чтобы
0.0018,мы,ядерное
0.0018,мы,так
0.0036,мы,нет
0.0018,мы,совершенствовать
0.0054,мы,который
0.0018,мы,основания
0.0018,мы,которыми
0.0018,мы,имея
0.0018,мы,направленные
0.0036,мы,на
0.0054,мы,с
0.0018,мы,наши
0.0018,мы,погрузясь
0.0018,мы,хотел
0.0018,мы,достичь
0.0018,мы,неформально."
0.0018,мы,сделанному
0.0018,мы,Австралии."
0.0018,мы,Комитету."
0.0018,мы,больше
0.0018,мы,резолюция
0.0018,мы,сложа
0.0018,мы,расстыковать
0.0018,мы,будет
0.0018,мы,эта
0.0018,мы,стабильность
0.0018,мы,башкирцы
0.0018,мы,неотложный
0.0018,мы,заседание
0.0036,мы,такой
0.0018,мы,вызванной
0.0018,мы,малярию
0.0018,мы,Национальный
0.0018,мы,ни
0.0036,мы,для
0.0018,мы,удалось
0.0018,мы,трезво
0.0018,мы,дня
0.0018,мы,охват
0.0018,мы,а
0.0054,мы,как
0.0018,мы,осуждающие
0.0018,мы,Римскому
0.0036,мы,в
0.0018,мы,мол!"
0.0018,мы,занимается
0.0018,мы,представленных
0.0018,мы,магазине
0.0018,мы,Конференции
0.0018,мы,обладающие
0.0018,мы,партнерские
0.0036,мы,проявляя
0.0018,мы,участники
0.0018,мы,лишь
0.0018,мы,собственно
0.0018,мы,посвященной
0.0018,мы,пираты
0.0018,мы,этот
0.0018,мы,было
0.0018,мы,Европейского
0.0018,мы,погибших
0.0018,мы,которое
0.0018,мы,чтоб
0.0018,мы,обречена
0.0018,мы,любая
0.0018,мы,нашим
0.0018,мы,сможем
0.0018,мы,содействии
0.0018,мы,подрывать."
0.0018,мы,направляя
0.0018,мы,отказывается
0.0018,мы,улучшается
0.0018,мы,реформ
0.0018,мы,являются
0.0018,мы,проведении
0.0018,мы,настоящего
0.0018,мы,нового
0.0018,мы,то
0.0018,мы,год."
0.0018,мы,—
0.0018,мы,эффективной
0.0018,мы,где
0.0018,мы,может
0.0018,мы,есть
0.0018,мы,Южного
0.0018,мы,ракетно-ядерную
0.0018,мы,пользуясь
0.0018,мы,но
0.0018,мы,является
0.0018,мы,крайней
0.0018,мы,обладающих
0.0018,мы,Сирия
0.0018,мы,сам
0.0018,мы,никогда!"
0.0018,мы,свободе
0.0018,мы,стали
0.0018,мы,более
0.0018,мы,всяком
0.0018,мы,господа
0.0018,мы,не
0.0018,мы,этой
0.0018,мы,пойдет
0.0018,мы,зима
0.0018,мы,работала
0.0018,мы,закрываются
0.0018,мы,действительности
0.0018,мы,союзом
0.0018,мы,старые
0.4500,отмечаем,отмечаем
0.0500,отмечаем,ядерные
0.0500,отмечаем,он
0.0500,отмечаем,российско-китайский
0.0500,отмечаем,представлений
0.0500,отмечаем,которая
0.0500,отмечаем,для
0.0500,отмечаем,проходившей
0.0500,отмечаем,гуманитарные
0.0500,отмечаем,касающейся
0.0500,отмечаем,эти
0.0500,отмечаем,что
1.0000,Национальный,национальный
0.7400,день,день
0.0400,день,в
0.0200,день,Ольга
0.0200,день,нельзя
0.0200,день,припоминая
0.0200,день,объявлением
0.0200,день,вечер
0.0200,день,но
0.0200,день,и
0.0200,день,видала."
0.0200,день,я
0.0200,день,страну."
0.0200,день,моего
1.0000,кооперативов.,кооперативов
0.7562,должны,должны
0.0031,должны,ответ."
0.0031,должны,деградация
0.0031,должны,—
0.0031,должны,уделяя
0.0031,должны,терпимости
0.0094,должны,в
0.0031,должны,равенства."
0.0156,должны,которые
0.0031,должны,Бурунди
0.0031,должны,больше
0.0031,должны,тем
0.0031,должны,«Гароуэсским
0.0031,должны,арабских
0.0031,должны,они
0.0031,должны,проведенную
0.0031,должны,предоставляющих
0.0031,должны,благоприятствующих
0.0031,должны,но
0.0031,должны,налаживать
0.0063,должны,включая
0.0219,должны,чтобы
0.0063,должны,с
0.0031,должны,позволяющих
0.0031,должны,голодом."
0.0031,должны,наименьшей
0.0094,должны,что
0.0250,должны,и
0.0031,должны,а
0.0031,должны,осознавая
0.0031,должны,независимости
0.0031,должны,связанным
0.0031,должны,же
0.0031,должны,дипломатический
0.0031,должны,по
0.0031,должны,имеющейся
0.0031,должны,табака."
0.0031,должны,оправляющимся
0.0031,должны,на
0.0031,должны,осторожность
0.0031,должны,Израиль
0.0031,должны,достаточные
0.0063,должны,которая
0.0031,должны,хотят
0.0031,должны,работа
0.0031,должны,за
0.0031,должны,необходимые
0.0031,должны,действуя
0.0031,должны,основанных
0.0031,должны,политические
0.0031,должны,поскольку
0.0031,должны,создавать
0.0031,должны,которую
0.0031,должны,как
0.0031,должны,отнюдь
0.7500,заложить,заложить
0.2500,заложить,те
0.8000,политический,политический
0.2000,политический,политического
1.0000,фундамент,фундамент
0.8953,для,для
0.0036,для,по
0.0036,для,же
0.0018,для,гармонии
0.0018,для,отвечать
0.0018,для,развивающихся
0.0018,для,союза."
0.0018,для,посоветовала
0.0018,для,проблемой."
0.0018,для,что
0.0018,для,вас
0.0018,для,ситуацию
0.0018,для,народы
0.0018,для,переговоров."
0.0054,для,и
0.0018,для,поддерживаемые
0.0018,для,они
0.0018,для,фамилия
0.0018,для,принести
0.0018,для,свое
0.0018,для,тысячелетия."
0.0018,для,начала
0.0018,для,оставался
0.0036,для,я
0.0018,для,его
0.0018,для,часть
0.0018,для,вывести
0.0018,для,укрепления
0.0018,для,хороша
0.0018,для,на
0.0018,для,бросить
0.0018,для,актуальности."
0.0018,для,хоть
0.0018,для,конфликтов
0.0018,для,Объединенных
0.0036,для,в
0.0018,для,многостороннее
0.0036,для,всего
0.0018,для,достижения
0.0018,для,решать
0.0018,для,свой
0.0018,для,сталкивается
0.0018,для,Конференция
0.0018,для,должны
0.0018,для,дрожащим
0.0018,для,припадке
0.0018,для,этой
0.0018,для,укрепить
0.0018,для,переговоры."
0.0018,для,детей."
0.0018,для,надо
0.0018,для,наших
0.8814,развития,развития
0.0169,развития,окружающей
0.0169,развития,источники
0.0169,развития,неинфекционных
0.0169,развития,политической
0.0169,развития,санитарией
0.0169,развития,стабильности."
0.0169,развития,не
0.8597,на,на
0.0007,на,пришедши
0.0007,на,говорили
0.0007,на,Ольга."
0.0041,на,он
0.0007,на,избегать."
0.0007,на,все
0.0007,на,носовой
0.0007,на,впереди
0.0007,на,спать."
0.0007,на,них."
0.0007,на,поколениях."
0.0007,на,руку."
0.0007,на,по-своему."
0.0007,на,еще
0.0007,на,заявления
0.0041,на,и
0.0007,на,продолжается
0.0014,на,Председатель
0.0007,на,Узбекистан
0.0007,на,как
0.0007,на,их
0.0007,на,речь
0.0007,на,военные
0.0007,на,удастся
0.0007,на,Совет
0.0014,на,к
0.0020,на,это
0.0007,на,для
0.0007,на,теми
0.0007,на,свою
0.0007,на,граничащая
0.0007,на,позднее
0.0007,на,что
0.0007,на,Кувейт
0.0007,на,ноги."
0.0007,на,полярные
0.0007,на,проект
0.0007,на,ты
0.0007,на,шестьдесят
0.0007,на,узнать
0.0007,на,закончу
0.0007,на,сидела
0.0007,на,молодым
0.0007,на,перспективы
0.0007,на,этот
0.0007,на,утверждения
0.0007,на,искать
0.0007,на,целесообразными
0.0007,на,развития."
0.0007,на,прислал
0.0014,на,будет
0.0007,на,перо
0.0007,на,красноармейцы
0.0007,на,Ливии."
0.0007,на,предоставляемое
0.0007,на,шевельнулся."
0.0007,на,ноль
0.0007,на,войны
0.0007,на,оговорки
0.0034,на,в
0.0007,на,ответ
0.0007,на,друг
0.0007,на,переговорам."
0.0007,на,сказать."
0.0007,на,подразумевается
0.0027,на,чтобы
0.0007,на,платформе
0.0007,на,заболевания."
0.0007,на,ждал."
0.0007,на,уровень
0.0007,на,диван
0.0007,на,–
0.0007,на,переговоры
0.0007,на,перед
0.0007,на,башкирцы
0.0007,на,от
0.0007,на,Левин
0.0007,на,Политической
0.0007,на,по
0.0007,на,чьи
0.0007,на,эффективную
0.0007,на,политический
